#{"t_start": 1744093429.7673395, "env_id": "None"}
r,l,t
-280.0,3,111.838748
-320.0,5,111.85314
-300.0,4,111.858849
-280.0,3,112.675465
-260.0,2,112.681646
-260.0,2,112.6896
-260.0,2,112.696165
-260.0,2,112.698621
-260.0,2,112.704434
-280.0,3,112.710511
-300.0,4,112.716522
-260.0,2,112.721909
-280.0,3,112.726636
-300.0,4,113.5865
-260.0,2,113.588296
-260.0,2,113.599204
-300.0,4,113.605314
-260.0,2,113.611532
-260.0,2,113.617785
-260.0,2,113.619893
-260.0,2,113.625346
-320.0,5,113.636966
-300.0,4,113.646021
-260.0,2,114.58708
-260.0,2,114.594048
-260.0,2,114.601591
-260.0,2,114.608352
-260.0,2,114.609513
-280.0,3,114.617413
-260.0,2,114.628302
-300.0,4,114.630607
-260.0,2,114.63747
-300.0,4,114.644138
-260.0,2,115.538123
-260.0,2,115.540267
-280.0,3,115.548373
-260.0,2,115.549993
-260.0,2,115.561098
-260.0,2,115.563362
-280.0,3,115.571551
-280.0,3,115.576564
-300.0,4,115.589041
-280.0,3,115.594888
-320.0,5,116.563672
-260.0,2,116.571959
-260.0,2,116.583106
-260.0,2,116.585147
-260.0,2,116.590148
-260.0,2,116.591444
-300.0,4,116.605845
-260.0,2,116.610231
-260.0,2,116.611909
-280.0,3,116.618515
-260.0,2,117.54712
-280.0,3,117.550495
-280.0,3,117.557111
-300.0,4,117.561454
-320.0,5,117.574484
-400.0,9,117.594341
-300.0,4,117.602537
-260.0,2,117.604688
-300.0,4,117.618328
-260.0,2,117.623347
-300.0,4,118.652459
-280.0,3,118.658167
-300.0,4,118.669376
-280.0,3,118.675082
-260.0,2,118.679268
-260.0,2,118.680698
-300.0,4,118.691029
-260.0,2,118.69679
-280.0,3,118.699716
-320.0,5,118.709974
-280.0,3,119.511161
-260.0,2,119.516325
-340.0,6,119.519275
-260.0,2,119.52823
-260.0,2,119.536226
-260.0,2,119.542182
-260.0,2,119.543151
-260.0,2,119.54933
-280.0,3,119.560878
-260.0,2,119.562789
-300.0,4,120.390439
-280.0,3,120.402211
-260.0,2,120.409098
-260.0,2,120.415412
-300.0,4,120.428322
-260.0,2,120.42927
-260.0,2,120.442764
-260.0,2,120.443722
-260.0,2,120.448852
-380.0,8,120.463876
-300.0,4,121.315576
-280.0,3,121.326303
-260.0,2,121.327688
-260.0,2,121.333319
-320.0,5,121.343986
-300.0,4,121.353382
-280.0,3,121.36005
-260.0,2,121.36177
-400.0,9,121.383398
-260.0,2,121.38993
-300.0,4,122.228418
-260.0,2,122.231349
-260.0,2,122.241638
-260.0,2,122.243148
-260.0,2,122.24684
-280.0,3,122.254707
-320.0,5,122.267035
-260.0,2,122.268846
-320.0,5,122.280185
-300.0,4,122.288817
-300.0,4,123.097874
-260.0,2,123.099818
-260.0,2,123.105183
-260.0,2,123.108712
-260.0,2,123.114053
-260.0,2,123.114053
-280.0,3,123.128038
-260.0,2,123.131256
-280.0,3,123.1428
-280.0,3,123.147564
-260.0,2,124.033807
-280.0,3,124.041
-260.0,2,124.052498
-280.0,3,124.055311
-280.0,3,124.062108
-260.0,2,124.068109
-280.0,3,124.076658
-300.0,4,124.085056
-400.0,9,124.1044
-260.0,2,124.113677
-260.0,2,125.074519
-260.0,2,125.077612
-380.0,8,125.08374
-260.0,2,125.098002
-280.0,3,125.10657
-260.0,2,125.110778
-280.0,3,125.117626
-260.0,2,125.120553
-320.0,5,125.133086
-260.0,2,125.133086
-280.0,3,126.016989
-280.0,3,126.020514
-340.0,6,126.052746
-260.0,2,126.05535
-320.0,5,126.068951
-260.0,2,126.073421
-260.0,2,126.088291
-260.0,2,126.090536
-260.0,2,126.097579
-260.0,2,126.100033
-260.0,2,127.33524
-260.0,2,127.337321
-260.0,2,127.34138
-260.0,2,127.34374
-300.0,4,127.358178
-260.0,2,127.363782
-260.0,2,127.366694
-280.0,3,127.37283
-260.0,2,127.380587
-300.0,4,127.389942
-320.0,5,128.252425
-360.0,7,128.260758
-280.0,3,128.272263
-300.0,4,128.278734
-260.0,2,128.284879
-300.0,4,128.291871
-380.0,8,128.306992
-260.0,2,128.306992
-280.0,3,128.317946
-300.0,4,128.324915
-260.0,2,129.143972
-260.0,2,129.15424
-300.0,4,129.162185
-260.0,2,129.164948
-260.0,2,129.176158
-260.0,2,129.180197
-260.0,2,129.185321
-340.0,6,129.194172
-260.0,2,129.208397
-260.0,2,129.209939
-260.0,2,130.27933
-260.0,2,130.284793
-300.0,4,130.29801
-300.0,4,130.304882
-260.0,2,130.310185
-320.0,5,130.318366
-260.0,2,130.326978
-360.0,7,130.33839
-300.0,4,130.346764
-260.0,2,130.353909
-260.0,2,131.206254
-260.0,2,131.211711
-260.0,2,131.214712
-260.0,2,131.219709
-300.0,4,131.231132
-260.0,2,131.232304
-260.0,2,131.238698
-340.0,6,131.244329
-260.0,2,131.252387
-300.0,4,131.26238
-280.0,3,132.154815
-280.0,3,132.159029
-360.0,7,132.175497
-260.0,2,132.185325
-320.0,5,132.194956
-260.0,2,132.196987
-340.0,6,132.219058
-320.0,5,132.226416
-320.0,5,132.237362
-300.0,4,132.247083
-280.0,3,133.270214
-260.0,2,133.274289
-720.0,25,133.313643
-380.0,8,133.315894
-400.0,9,133.345049
-260.0,2,133.349624
-260.0,2,133.353111
-260.0,2,133.35903
-280.0,3,133.369526
-260.0,2,133.373361
-260.0,2,134.250788
-260.0,2,134.256619
-280.0,3,134.271593
-260.0,2,134.273731
-300.0,4,134.284935
-300.0,4,134.29502
-320.0,5,134.314155
-260.0,2,134.321627
-260.0,2,134.324337
-300.0,4,134.341455
-300.0,4,135.17713
-320.0,5,135.18749
-340.0,6,135.19348
-360.0,7,135.204969
-340.0,6,135.222126
-260.0,2,135.225449
-260.0,2,135.227621
-260.0,2,135.231251
-260.0,2,135.239282
-300.0,4,135.249269
-260.0,2,136.401765
-260.0,2,136.402768
-260.0,2,136.414382
-280.0,3,136.421039
-260.0,2,136.422034
-260.0,2,136.424381
-260.0,2,136.436851
-340.0,6,136.447998
-300.0,4,136.456965
-320.0,5,136.466454
-260.0,2,137.377047
-280.0,3,137.38471
-260.0,2,137.391467
-280.0,3,137.394402
-400.0,9,137.422116
-400.0,9,137.439251
-260.0,2,137.441612
-320.0,5,137.456954
-260.0,2,137.46371
-460.0,12,137.490462
-320.0,5,138.368819
-260.0,2,138.374239
-260.0,2,138.381621
-260.0,2,138.387618
-260.0,2,138.389212
-300.0,4,138.396865
-280.0,3,138.408492
-280.0,3,138.413477
-280.0,3,138.421419
-280.0,3,138.424183
-260.0,2,139.323914
-260.0,2,139.326657
-260.0,2,139.333913
-340.0,6,139.338398
-260.0,2,139.350502
-280.0,3,139.363665
-360.0,7,139.37463
-260.0,2,139.380481
-300.0,4,139.394271
-260.0,2,139.396358
-300.0,4,140.432225
-300.0,4,140.439098
-420.0,10,140.469438
-260.0,2,140.471154
-260.0,2,140.474409
-320.0,5,140.486548
-280.0,3,140.499017
-280.0,3,140.507257
-260.0,2,140.50858
-300.0,4,140.51915
-260.0,2,141.401164
-360.0,7,141.407638
-260.0,2,141.414787
-260.0,2,141.416847
-260.0,2,141.428396
-340.0,6,141.436254
-380.0,8,141.452734
-260.0,2,141.457345
-300.0,4,141.47202
-320.0,5,141.479633
-400.0,9,142.347043
-520.0,15,142.375293
-260.0,2,142.387674
-460.0,12,142.405894
-260.0,2,142.408584
-420.0,10,142.4234
-280.0,3,142.436112
-260.0,2,142.441735
-440.0,11,142.458638
-260.0,2,142.461036
-260.0,2,143.43524
-260.0,2,143.438226
-300.0,4,143.445299
-320.0,5,143.454493
-280.0,3,143.471716
-320.0,5,143.476784
-260.0,2,143.487431
-300.0,4,143.494038
-380.0,8,143.515562
-260.0,2,143.518722
-280.0,3,144.550151
-300.0,4,144.556156
-320.0,5,144.571851
-260.0,2,144.574083
-460.0,12,144.601316
-260.0,2,144.602363
-260.0,2,144.617486
-260.0,2,144.619894
-300.0,4,144.627587
-260.0,2,144.635269
-320.0,5,145.836478
-320.0,5,145.842488
-260.0,2,145.848016
-280.0,3,145.855821
-260.0,2,145.861012
-260.0,2,145.868979
-580.0,18,145.897734
-260.0,2,145.905353
-380.0,8,145.927024
-260.0,2,145.928966
-260.0,2,147.063782
-360.0,7,147.088536
-440.0,11,147.142807
-260.0,2,147.157053
-280.0,3,147.158889
-260.0,2,147.172074
-400.0,9,147.20686
-360.0,7,147.230577
-280.0,3,147.242861
-300.0,4,147.257692
-260.0,2,148.536792
-280.0,3,148.543894
-260.0,2,148.547449
-260.0,2,148.554498
-260.0,2,148.560904
-400.0,9,148.586346
-300.0,4,148.588839
-260.0,2,148.595279
-260.0,2,148.607279
-300.0,4,148.615818
-260.0,2,149.478701
-260.0,2,149.481683
-320.0,5,149.499614
-260.0,2,149.501616
-340.0,6,149.512516
-260.0,2,149.513778
-280.0,3,149.526018
-260.0,2,149.52976
-260.0,2,149.532263
-420.0,10,149.551673
-380.0,8,150.352218
-460.0,12,150.371454
-780.0,28,150.411042
-300.0,4,150.415931
-340.0,6,150.430559
-280.0,3,150.435647
-380.0,8,150.448147
-260.0,2,150.450155
-340.0,6,150.467629
-260.0,2,150.469999
-260.0,2,151.333177
-560.0,17,151.363755
-300.0,4,151.377471
-340.0,6,151.391159
-260.0,2,151.392705
-260.0,2,151.399222
-260.0,2,151.406492
-340.0,6,151.416827
-260.0,2,151.41883
-340.0,6,151.431505
-540.0,16,152.454878
-300.0,4,152.458975
-260.0,2,152.463652
-340.0,6,152.47062
-260.0,2,152.484948
-320.0,5,152.496515
-280.0,3,152.50481
-340.0,6,152.516916
-400.0,9,152.541485
-360.0,7,152.555888
-320.0,5,153.440082
-400.0,9,153.45703
-280.0,3,153.468057
-280.0,3,153.474372
-300.0,4,153.480175
-280.0,3,153.482576
-320.0,5,153.501782
-260.0,2,153.501782
-320.0,5,153.511613
-260.0,2,153.519231
-280.0,3,154.532612
-380.0,8,154.542884
-400.0,9,154.557205
-280.0,3,154.558505
-480.0,13,154.585593
-300.0,4,154.591875
-280.0,3,154.596903
-400.0,9,154.611906
-260.0,2,154.620151
-280.0,3,154.627534
-260.0,2,155.68138
-320.0,5,155.688241
-400.0,9,155.705988
-260.0,2,155.711332
-320.0,5,155.719436
-380.0,8,155.734414
-280.0,3,155.746861
-260.0,2,155.74888
-260.0,2,155.754803
-280.0,3,155.757891
-380.0,8,156.804197
-860.0,32,156.871386
-260.0,2,156.871386
-260.0,2,156.880502
-460.0,12,156.911217
-260.0,2,156.91796
-580.0,18,156.954355
-320.0,5,156.968035
-260.0,2,156.97701
-300.0,4,156.986702
-560.0,17,157.982224
-260.0,2,157.987616
-260.0,2,157.993373
-260.0,2,158.000228
-540.0,16,158.024716
-260.0,2,158.026765
-500.0,14,158.060685
-260.0,2,158.061981
-420.0,10,158.081813
-360.0,7,158.094333
-360.0,7,158.988284
-360.0,7,159.001853
-260.0,2,159.006009
-460.0,12,159.02828
-280.0,3,159.035608
-360.0,7,159.050256
-260.0,2,159.05612
-260.0,2,159.058443
-260.0,2,159.070464
-360.0,7,159.077247
-260.0,2,159.958946
-420.0,10,159.980583
-340.0,6,160.000231
-360.0,7,160.01491
-280.0,3,160.01792
-340.0,6,160.030077
-600.0,19,160.071864
-480.0,13,160.103437
-260.0,2,160.105436
-260.0,2,160.107501
-700.0,24,161.071048
-280.0,3,161.077076
-280.0,3,161.079757
-320.0,5,161.090852
-500.0,14,161.120589
-500.0,14,161.148248
-300.0,4,161.156091
-320.0,5,161.162225
-480.0,13,161.190302
-320.0,5,161.203008
-260.0,2,162.070633
-260.0,2,162.077109
-260.0,2,162.089721
-280.0,3,162.096422
-320.0,5,162.106028
-500.0,14,162.131159
-440.0,11,162.155344
-460.0,12,162.179737
-460.0,12,162.198949
-720.0,25,162.24149
-1000.0,39,163.131874
-1180.0,48,163.198358
-420.0,10,163.218314
-880.0,33,163.26899
-960.0,37,163.334191
-1060.0,42,163.407689
-260.0,2,163.412839
-420.0,10,163.429795
-680.0,23,163.470841
-920.0,35,163.532812
-2660.0,122,164.760676
-320.0,5,164.776217
-540.0,16,164.811609
-380.0,8,164.827618
-300.0,4,164.834834
-400.0,9,164.851781
-2780.0,128,165.066722
-340.0,6,165.084324
-620.0,20,165.124218
-400.0,9,165.140407
-780.0,28,166.056233
-1280.0,53,166.138238
-480.0,13,166.158449
-460.0,12,166.175575
-580.0,18,166.263013
-300.0,4,166.279676
-440.0,11,166.306171
-760.0,27,166.359269
-1100.0,44,166.437394
-960.0,37,166.503505
-580.0,18,167.741635
-320.0,5,167.750386
-620.0,20,167.788476
-600.0,19,167.822803
-260.0,2,167.822803
-2020.0,90,167.965676
-480.0,13,168.000169
-380.0,8,168.016961
-360.0,7,168.03099
-1460.0,62,168.138539
-320.0,5,169.111544
-1260.0,52,169.19526
-280.0,3,169.202221
-400.0,9,169.216965
-1200.0,49,169.295864
-1080.0,43,169.351592
-720.0,25,169.398438
-880.0,33,169.454516
-420.0,10,169.480694
-540.0,16,169.514475
-340.0,6,170.449303
-440.0,11,170.470141
-340.0,6,170.489209
-580.0,18,170.526155
-460.0,12,170.550355
-360.0,7,170.560371
-540.0,16,170.59839
-1360.0,57,170.698883
-1300.0,54,170.811896
-260.0,2,170.814231
-560.0,17,171.713064
-320.0,5,171.724477
-2280.0,103,171.899128
-680.0,23,171.936124
-260.0,2,171.951842
-500.0,14,171.969432
-360.0,7,171.98739
-1300.0,54,172.075962
-380.0,8,172.100616
-860.0,32,172.16285
-540.0,16,173.257012
-260.0,2,173.263215
-400.0,9,173.283735
-1100.0,44,173.354424
-440.0,11,173.374711
-620.0,20,173.407743
-660.0,22,173.454179
-560.0,17,173.484556
-680.0,23,173.523841
-1360.0,57,173.627907
-500.0,14,174.614516
-440.0,11,174.628855
-680.0,23,174.665572
-1020.0,40,174.725821
-460.0,12,174.755361
-380.0,8,174.771468
-680.0,23,174.802069
-400.0,9,174.817461
-380.0,8,174.835806
-420.0,10,174.852978
-500.0,14,175.725798
-520.0,15,175.744519
-840.0,31,175.802928
-1180.0,48,175.956043
-1120.0,45,176.023655
-340.0,6,176.037873
-500.0,14,176.067041
-820.0,30,176.125062
-420.0,10,176.141366
-320.0,5,176.151989
-440.0,11,177.102152
-2020.0,90,177.232071
-260.0,2,177.232071
-3180.0,148,177.464806
-1020.0,40,177.551837
-1280.0,53,177.651322
-360.0,7,177.659333
-1560.0,67,177.776927
-480.0,13,177.804937
-580.0,18,177.854368
-520.0,15,178.77579
-460.0,12,178.793207
-260.0,2,178.800122
-640.0,21,178.828001
-440.0,11,178.852192
-420.0,10,178.868543
-680.0,23,178.906593
-300.0,4,178.913251
-660.0,22,178.949031
-480.0,13,178.967308
-300.0,4,180.068156
-720.0,25,180.10635
-1240.0,51,180.184396
-440.0,11,180.201025
-540.0,16,180.233512
-1060.0,42,180.300965
-800.0,29,180.354481
-780.0,28,180.404559
-820.0,30,180.464127
-540.0,16,180.496033
-520.0,15,181.572404
-1460.0,62,181.669804
-940.0,36,181.733521
-340.0,6,181.75055
-540.0,16,181.78824
-700.0,24,181.835874
-1560.0,67,181.967489
-400.0,9,181.980004
-1060.0,42,182.059223
-480.0,13,182.089164
-860.0,32,183.03284
-340.0,6,183.03284
-460.0,12,183.061847
-820.0,30,183.108428
-400.0,9,183.12499
-840.0,31,183.166553
-340.0,6,183.185284
-2220.0,100,183.347422
-1460.0,62,183.451351
-800.0,29,183.499194
-500.0,14,184.501364
-660.0,22,184.543457
-820.0,30,184.597707
-280.0,3,184.606849
-460.0,12,184.625705
-360.0,7,184.639836
-360.0,7,184.658717
-260.0,2,184.659965
-1160.0,47,184.737907
-500.0,14,184.759631
-380.0,8,185.608671
-600.0,19,185.64004
-280.0,3,185.64531
-1000.0,39,185.706827
-380.0,8,185.729359
-680.0,23,185.774797
-440.0,11,185.798908
-2100.0,94,186.222604
-540.0,16,186.268222
-340.0,6,186.284757
-1220.0,50,188.136004
-260.0,2,188.146907
-400.0,9,188.174644
-940.0,36,188.249172
-660.0,22,188.30019
-1040.0,41,188.382844
-300.0,4,188.397556
-1040.0,41,188.466002
-1120.0,45,188.562856
-260.0,2,188.565199
-660.0,22,189.448012
-1240.0,51,189.520997
-300.0,4,189.531101
-400.0,9,189.5495
-540.0,16,189.595154
-520.0,15,189.622236
-260.0,2,189.628693
-580.0,18,189.665856
-600.0,19,189.71542
-320.0,5,189.725835
-300.0,4,190.698446
-500.0,14,190.722818
-1000.0,39,190.794511
-360.0,7,190.803726
-1060.0,42,190.88466
-280.0,3,190.890527
-900.0,34,190.952206
-280.0,3,190.958204
-380.0,8,190.973522
-360.0,7,190.986242
-460.0,12,191.869752
-980.0,38,191.933065
-440.0,11,191.949041
-440.0,11,191.966293
-440.0,11,191.986524
-580.0,18,192.014234
-580.0,18,192.041471
-280.0,3,192.04641
-1660.0,72,192.164087
-480.0,13,192.181947
-540.0,16,193.254815
-640.0,21,193.286058
-380.0,8,193.304898
-2680.0,123,193.479558
-420.0,10,193.499634
-400.0,9,193.515054
-980.0,38,193.588876
-3620.0,170,193.949397
-520.0,15,193.988975
-1400.0,59,194.108773
-280.0,3,195.225199
-360.0,7,195.238611
-340.0,6,195.254301
-340.0,6,195.259439
-740.0,26,195.314888
-880.0,33,195.376133
-440.0,11,195.39479
-260.0,2,195.398302
-500.0,14,195.432016
-360.0,7,195.440001
-340.0,6,196.339577
-900.0,34,196.398834
-260.0,2,196.408127
-880.0,33,196.451416
-340.0,6,196.471046
-260.0,2,196.472168
-260.0,2,196.484074
-260.0,2,196.486071
-420.0,10,196.506394
-260.0,2,196.508914
-260.0,2,197.591118
-260.0,2,197.594162
-260.0,2,197.60142
-260.0,2,197.604452
-260.0,2,197.615861
-260.0,2,197.618559
-260.0,2,197.627556
-260.0,2,197.630207
-260.0,2,197.64466
-260.0,2,197.646569
-260.0,2,198.648771
-260.0,2,198.650543
-260.0,2,198.661083
-260.0,2,198.66308
-260.0,2,198.66874
-260.0,2,198.672127
-260.0,2,198.682882
-260.0,2,198.686051
-260.0,2,198.693687
-260.0,2,198.695303
-260.0,2,199.561123
-260.0,2,199.568347
-260.0,2,199.573589
-260.0,2,199.575597
-260.0,2,199.586352
-260.0,2,199.589101
-260.0,2,199.593448
-260.0,2,199.595277
-260.0,2,199.605915
-260.0,2,199.608198
-260.0,2,200.530123
-260.0,2,200.534645
-260.0,2,200.54598
-260.0,2,200.548979
-260.0,2,200.551798
-260.0,2,200.557397
-260.0,2,200.570975
-260.0,2,200.574746
-260.0,2,200.577446
-260.0,2,200.583036
-260.0,2,201.456568
-260.0,2,201.457489
-440.0,11,201.478905
-1100.0,44,201.552814
-420.0,10,201.581027
-1040.0,41,201.650033
-380.0,8,201.674058
-440.0,11,201.691574
-420.0,10,201.724623
-1420.0,60,201.835583
-280.0,3,202.755188
-1580.0,68,202.869466
-580.0,18,202.900905
-280.0,3,202.907606
-520.0,15,202.93592
-400.0,9,202.948737
-280.0,3,202.961882
-360.0,7,202.972672
-460.0,12,202.987027
-400.0,9,203.014429
-900.0,34,204.149733
-660.0,22,204.186809
-700.0,24,204.250824
-1180.0,48,204.384552
-360.0,7,204.401922
-520.0,15,204.431067
-280.0,3,204.444453
-1240.0,51,204.545956
-1500.0,64,204.659345
-300.0,4,204.667195
-1120.0,45,205.834329
-340.0,6,205.841046
-940.0,36,205.917947
-620.0,20,205.962923
-880.0,33,206.022643
-520.0,15,206.053225
-400.0,9,206.079383
-340.0,6,206.091131
-500.0,14,206.128063
-660.0,22,206.173514
-740.0,26,207.235678
-580.0,18,207.26668
-420.0,10,207.286921
-300.0,4,207.294453
-460.0,12,207.326509
-500.0,14,207.350935
-300.0,4,207.356028
-480.0,13,207.378243
-300.0,4,207.394413
-720.0,25,207.443627
-640.0,21,208.443877
-260.0,2,208.445972
-420.0,10,208.471913
-340.0,6,208.47591
-1920.0,85,208.644958
-260.0,2,208.646219
-440.0,11,208.672134
-400.0,9,208.687327
-460.0,12,208.703442
-260.0,2,208.71561
-400.0,9,209.608386
-500.0,14,209.619412
-1820.0,80,209.740486
-400.0,9,209.757819
-740.0,26,209.80392
-300.0,4,209.810295
-1400.0,59,209.908388
-380.0,8,209.922835
-900.0,34,209.987241
-260.0,2,209.991333
-500.0,14,210.884196
-1440.0,61,210.981658
-1340.0,56,211.082469
-1200.0,49,211.167152
-400.0,9,211.185021
-340.0,6,211.197801
-560.0,17,211.23757
-640.0,21,211.275374
-260.0,2,211.285304
-360.0,7,211.297315
-1740.0,76,212.332182
-260.0,2,212.337711
-840.0,31,212.385957
-680.0,23,212.423443
-300.0,4,212.438532
-920.0,35,212.502329
-1040.0,41,212.55651
-680.0,23,212.601231
-420.0,10,212.627844
-400.0,9,212.644944
-1380.0,58,213.598585
-360.0,7,213.611663
-640.0,21,213.648833
-660.0,22,213.686769
-300.0,4,213.69454
-480.0,13,213.715525
-560.0,17,213.747853
-260.0,2,213.753939
-1580.0,68,213.885782
-580.0,18,213.926107
-480.0,13,215.357493
-340.0,6,215.365902
-500.0,14,215.392088
-1260.0,52,215.486626
-420.0,10,215.509571
-820.0,30,215.58291
-920.0,35,215.651787
-540.0,16,215.689524
-520.0,15,215.734241
-1800.0,79,215.899021
-300.0,4,216.871247
-300.0,4,216.879937
-1000.0,39,216.949423
-300.0,4,216.949423
-440.0,11,216.977264
-340.0,6,216.990138
-260.0,2,217.001882
-420.0,10,217.041986
-280.0,3,217.051017
-640.0,21,217.089354
-1160.0,47,218.123167
-420.0,10,218.138398
-840.0,31,218.188131
-860.0,32,218.242403
-2340.0,106,218.408092
-580.0,18,218.43977
-480.0,13,218.469784
-340.0,6,218.484115
-1580.0,68,218.599305
-640.0,21,218.648062
-2020.0,90,219.625439
-320.0,5,219.636398
-1260.0,52,219.714604
-600.0,19,219.743443
-820.0,30,219.792286
-800.0,29,219.836382
-460.0,12,219.869773
-480.0,13,219.892694
-920.0,35,219.949998
-360.0,7,219.964573
-460.0,12,220.783575
-600.0,19,220.810118
-1180.0,48,220.879937
-360.0,7,220.888065
-820.0,30,220.935768
-1400.0,59,221.044784
-1260.0,52,221.131573
-660.0,22,221.162355
-360.0,7,221.181241
-360.0,7,221.194217
-620.0,20,222.028563
-300.0,4,222.0402
-340.0,6,222.053813
-460.0,12,222.070151
-260.0,2,222.077564
-520.0,15,222.100173
-260.0,2,222.112697
-840.0,31,222.186589
-460.0,12,222.211987
-820.0,30,222.264917
-840.0,31,223.268494
-1420.0,60,223.368171
-560.0,17,223.392133
-720.0,25,223.433317
-560.0,17,223.472747
-820.0,30,223.520533
-1000.0,39,223.593027
-260.0,2,223.593027
-260.0,2,223.607566
-320.0,5,223.614681
-360.0,7,224.553298
-380.0,8,224.570044
-280.0,3,224.585973
-680.0,23,224.6227
-440.0,11,224.636349
-280.0,3,224.649026
-420.0,10,224.669294
-540.0,16,224.697937
-280.0,3,224.704226
-500.0,14,224.729954
-1820.0,80,225.614738
-460.0,12,225.643491
-260.0,2,225.64649
-540.0,16,225.675339
-660.0,22,225.718296
-380.0,8,225.734288
-680.0,23,225.773949
-280.0,3,225.777803
-360.0,7,225.797966
-1040.0,41,225.867843
-280.0,3,226.715689
-920.0,35,226.766777
-560.0,17,226.797959
-260.0,2,226.800725
-560.0,17,226.832368
-260.0,2,226.83489
-660.0,22,226.956142
-260.0,2,226.956142
-280.0,3,226.967839
-440.0,11,226.990364
-260.0,2,228.083853
-320.0,5,228.094081
-2300.0,104,228.250341
-260.0,2,228.255463
-340.0,6,228.269947
-700.0,24,228.30887
-380.0,8,228.32482
-260.0,2,228.330355
-1080.0,43,228.409798
-1300.0,54,228.495002
-860.0,32,229.324713
-720.0,25,229.361907
-480.0,13,229.393876
-420.0,10,229.407496
-360.0,7,229.418658
-260.0,2,229.422071
-380.0,8,229.44093
-3020.0,140,229.681064
-340.0,6,229.692696
-1120.0,45,229.777785
-280.0,3,230.641216
-2160.0,97,230.77576
-1440.0,61,230.868965
-720.0,25,230.909927
-280.0,3,230.920993
-560.0,17,230.955575
-260.0,2,230.957758
-560.0,17,230.987387
-1180.0,48,231.084394
-600.0,19,231.123687
-260.0,2,232.159448
-420.0,10,232.176358
-1220.0,50,232.279731
-280.0,3,232.283068
-340.0,6,232.295274
-300.0,4,232.300225
-480.0,13,232.335467
-380.0,8,232.35007
-360.0,7,232.362069
-1260.0,52,232.454681
-260.0,2,233.284786
-600.0,19,233.319952
-1140.0,46,233.389686
-360.0,7,233.390195
-380.0,8,233.412056
-1680.0,73,233.516947
-2420.0,110,233.662814
-560.0,17,233.686121
-560.0,17,233.72291
-700.0,24,233.756063
-660.0,22,234.718132
-260.0,2,234.725822
-400.0,9,234.744507
-880.0,33,234.790747
-880.0,33,234.845318
-560.0,17,234.86641
-340.0,6,234.888743
-440.0,11,234.910223
-600.0,19,234.945683
-860.0,32,235.00202
-960.0,37,235.90206
-260.0,2,235.903899
-680.0,23,235.942387
-660.0,22,235.976158
-400.0,9,235.995775
-400.0,9,236.012345
-3260.0,152,236.254886
-1080.0,43,236.323405
-940.0,36,236.408844
-320.0,5,236.417716
-560.0,17,237.432162
-300.0,4,237.443977
-640.0,21,237.539756
-280.0,3,237.542763
-840.0,31,237.600126
-860.0,32,237.662857
-360.0,7,237.682432
-720.0,25,237.727395
-300.0,4,237.735196
-580.0,18,237.76685
-1820.0,80,238.698053
-340.0,6,238.715243
-400.0,9,238.728247
-260.0,2,238.73539
-900.0,34,238.788325
-720.0,25,238.829206
-1220.0,50,238.900538
-620.0,20,238.934252
-740.0,26,238.980528
-1840.0,81,239.108457
-420.0,10,239.902305
-2000.0,89,240.030309
-960.0,37,240.110814
-440.0,11,240.132658
-1040.0,41,240.220502
-440.0,11,240.242342
-520.0,15,240.274095
-2360.0,107,240.480815
-700.0,24,240.555849
-1760.0,77,240.734829
-280.0,3,241.889329
-800.0,29,241.931332
-1100.0,44,241.995847
-440.0,11,242.018067
-800.0,29,242.073634
-1440.0,61,242.178307
-1120.0,45,242.251781
-1080.0,43,242.319794
-300.0,4,242.331603
-940.0,36,242.387922
-500.0,14,243.190648
-580.0,18,243.225938
-1160.0,47,243.304244
-260.0,2,243.309813
-260.0,2,243.311501
-620.0,20,243.341308
-1560.0,67,243.455756
-1040.0,41,243.531511
-760.0,27,243.583338
-1320.0,55,243.677894
-920.0,35,244.684318
-480.0,13,244.709788
-400.0,9,244.724373
-340.0,6,244.738054
-420.0,10,244.755255
-400.0,9,244.776735
-580.0,18,244.808761
-480.0,13,244.829656
-380.0,8,244.851237
-460.0,12,244.873111
-260.0,2,245.682822
-420.0,10,245.702884
-480.0,13,245.721398
-520.0,15,245.742501
-1360.0,57,245.830731
-1780.0,78,245.946646
-1400.0,59,246.086778
-260.0,2,246.0938
-300.0,4,246.107219
-520.0,15,246.156786
-1320.0,55,247.132922
-340.0,6,247.140688
-1660.0,72,247.266651
-820.0,30,247.382656
-740.0,26,247.449891
-980.0,38,247.516834
-780.0,28,247.574814
-1200.0,49,247.668714
-760.0,27,247.72297
-2220.0,100,247.881464
-600.0,19,248.783085
-280.0,3,248.789524
-820.0,30,248.838016
-320.0,5,248.841758
-320.0,5,248.854959
-1340.0,56,248.940012
-960.0,37,249.007797
-340.0,6,249.023001
-900.0,34,249.094332
-1100.0,44,249.184513
-900.0,34,250.106489
-520.0,15,250.143817
-980.0,38,250.212108
-500.0,14,250.235585
-320.0,5,250.251418
-1020.0,40,250.353834
-780.0,28,250.413557
-2220.0,100,250.623227
-620.0,20,250.694562
-600.0,19,250.735894
-640.0,21,251.69676
-1920.0,85,251.821657
-460.0,12,251.839147
-420.0,10,251.853789
-520.0,15,251.878935
-620.0,20,251.911269
-340.0,6,251.928856
-540.0,16,251.956042
-520.0,15,251.975905
-340.0,6,251.988678
