#{"t_start": 1744093429.7673395, "env_id": "None"}
r,l,t
-1120.0,45,252.885039
-1220.0,50,252.967315
-1560.0,67,253.068237
-980.0,38,253.129874
-700.0,24,253.175759
-380.0,8,253.200427
-400.0,9,253.222848
-1000.0,39,253.307386
-1720.0,75,253.471717
-1080.0,43,253.55906
-600.0,19,254.819279
-640.0,21,254.85634
-360.0,7,254.872838
-340.0,6,254.886632
-660.0,22,254.925626
-580.0,18,254.957695
-1020.0,40,255.029361
-1020.0,40,255.091107
-340.0,6,255.103516
-400.0,9,255.120491
-420.0,10,255.952238
-1040.0,41,256.009351
-560.0,17,256.036696
-260.0,2,256.040884
-260.0,2,256.051873
-260.0,2,256.054711
-260.0,2,256.060305
-260.0,2,256.062767
-260.0,2,256.073629
-380.0,8,256.086447
-780.0,28,256.967096
-480.0,13,256.98855
-1640.0,71,257.132424
-460.0,12,257.156292
-620.0,20,257.187864
-260.0,2,257.189933
-260.0,2,257.20471
-260.0,2,257.207793
-260.0,2,257.213917
-260.0,2,257.217802
-260.0,2,258.255983
-380.0,8,258.270871
-260.0,2,258.273466
-260.0,2,258.274674
-260.0,2,258.287211
-260.0,2,258.294822
-260.0,2,258.297355
-260.0,2,258.303957
-260.0,2,258.312265
-260.0,2,258.319019
-260.0,2,259.121928
-260.0,2,259.121928
-260.0,2,259.138678
-260.0,2,259.144908
-260.0,2,259.146913
-260.0,2,259.153137
-260.0,2,259.160131
-260.0,2,259.165449
-260.0,2,259.169012
-260.0,2,259.173644
-260.0,2,259.955167
-400.0,9,259.970101
-320.0,5,259.976662
-260.0,2,259.983085
-260.0,2,259.993413
-260.0,2,259.995632
-260.0,2,260.000171
-260.0,2,260.004487
-440.0,11,260.025748
-680.0,23,260.065005
-880.0,33,260.916572
-2000.0,89,261.047303
-780.0,28,261.094812
-440.0,11,261.115026
-380.0,8,261.12953
-260.0,2,261.131652
-500.0,14,261.158176
-600.0,19,261.198358
-380.0,8,261.211206
-340.0,6,261.221343
-820.0,30,262.07071
-260.0,2,262.071868
-1540.0,66,262.179157
-2280.0,103,262.341891
-400.0,9,262.365379
-280.0,3,262.369585
-260.0,2,262.375286
-260.0,2,262.377767
-260.0,2,262.389768
-260.0,2,262.391766
-260.0,2,263.204135
-260.0,2,263.205204
-460.0,12,263.228752
-500.0,14,263.250436
-260.0,2,263.251462
-260.0,2,263.256506
-260.0,2,263.262745
-260.0,2,263.267784
-260.0,2,263.270626
-260.0,2,263.276091
-260.0,2,264.069852
-260.0,2,264.073752
-260.0,2,264.075751
-260.0,2,264.080537
-260.0,2,264.088509
-880.0,33,264.148388
-380.0,8,264.161986
-420.0,10,264.175355
-480.0,13,264.205029
-260.0,2,264.209569
-260.0,2,265.341415
-260.0,2,265.341415
-260.0,2,265.354882
-260.0,2,265.359478
-260.0,2,265.362055
-380.0,8,265.379411
-400.0,9,265.398389
-260.0,2,265.400938
-260.0,2,265.406441
-260.0,2,265.408157
-260.0,2,266.357017
-260.0,2,266.359161
-1840.0,81,266.529686
-380.0,8,266.546197
-620.0,20,266.59244
-260.0,2,266.604538
-260.0,2,266.60619
-1120.0,45,266.684661
-380.0,8,266.705253
-1340.0,56,266.80432
-260.0,2,267.726822
-260.0,2,267.730342
-260.0,2,267.73911
-1380.0,58,267.819105
-920.0,35,267.87001
-400.0,9,267.887318
-260.0,2,267.895199
-260.0,2,267.900873
-260.0,2,267.90587
-260.0,2,267.911885
-260.0,2,268.740297
-260.0,2,268.748455
-260.0,2,268.7512
-260.0,2,268.756935
-260.0,2,268.764959
-480.0,13,268.783488
-320.0,5,268.795856
-260.0,2,268.798433
-260.0,2,268.807711
-260.0,2,268.809625
-260.0,2,269.607737
-260.0,2,269.610299
-260.0,2,269.623516
-260.0,2,269.625627
-260.0,2,269.633189
-260.0,2,269.636747
-260.0,2,269.648173
-260.0,2,269.649727
-260.0,2,269.655345
-260.0,2,269.658745
-260.0,2,270.553878
-260.0,2,270.555881
-260.0,2,270.560916
-260.0,2,270.563031
-260.0,2,270.577477
-260.0,2,270.578671
-380.0,8,270.5935
-500.0,14,270.621721
-260.0,2,270.628994
-880.0,33,270.739641
-260.0,2,271.599695
-260.0,2,271.600203
-260.0,2,271.611916
-260.0,2,271.613916
-260.0,2,271.620172
-260.0,2,271.622656
-260.0,2,271.6328
-260.0,2,271.635714
-420.0,10,271.654527
-260.0,2,271.656634
-300.0,4,272.501984
-720.0,25,272.540589
-320.0,5,272.553012
-820.0,30,272.595909
-320.0,5,272.612469
-260.0,2,272.613966
-260.0,2,272.619753
-260.0,2,272.622294
-540.0,16,272.650061
-340.0,6,272.669475
-260.0,2,273.431046
-260.0,2,273.436811
-260.0,2,273.443749
-260.0,2,273.449281
-260.0,2,273.452035
-280.0,3,273.457071
-260.0,2,273.463533
-520.0,15,273.484263
-540.0,16,273.506519
-500.0,14,273.53669
-740.0,26,274.511218
-700.0,24,274.556785
-920.0,35,274.618448
-340.0,6,274.636282
-1060.0,42,274.717736
-1640.0,71,274.853046
-260.0,2,274.856048
-260.0,2,274.861481
-260.0,2,274.870995
-460.0,12,274.892414
-1140.0,46,276.058955
-260.0,2,276.059985
-400.0,9,276.080087
-260.0,2,276.085383
-280.0,3,276.092003
-260.0,2,276.094
-260.0,2,276.106964
-260.0,2,276.110568
-420.0,10,276.137967
-260.0,2,276.139966
-260.0,2,277.010937
-260.0,2,277.012938
-420.0,10,277.031859
-260.0,2,277.035757
-980.0,38,277.120886
-1380.0,58,277.210946
-1060.0,42,277.273056
-280.0,3,277.273056
-380.0,8,277.299824
-880.0,33,277.360427
-420.0,10,278.204214
-680.0,23,278.239517
-360.0,7,278.267877
-500.0,14,278.289244
-320.0,5,278.298538
-440.0,11,278.324809
-340.0,6,278.344081
-360.0,7,278.358968
-900.0,34,278.43297
-440.0,11,278.453182
-1100.0,44,279.401808
-620.0,20,279.426297
-260.0,2,279.428262
-260.0,2,279.434544
-260.0,2,279.441545
-360.0,7,279.456
-560.0,17,279.486347
-460.0,12,279.50629
-340.0,6,279.52187
-260.0,2,279.52831
-260.0,2,280.359578
-260.0,2,280.366406
-260.0,2,280.37599
-500.0,14,280.395139
-460.0,12,280.415237
-320.0,5,280.423615
-260.0,2,280.435126
-260.0,2,280.437129
-360.0,7,280.449178
-280.0,3,280.450971
-520.0,15,281.22111
-520.0,15,281.239428
-340.0,6,281.248576
-260.0,2,281.250584
-960.0,37,281.300442
-260.0,2,281.300442
-300.0,4,281.320264
-280.0,3,281.326303
-280.0,3,281.339749
-260.0,2,281.341258
-260.0,2,282.228606
-260.0,2,282.234031
-260.0,2,282.245633
-260.0,2,282.248804
-260.0,2,282.257495
-260.0,2,282.26022
-260.0,2,282.275517
-260.0,2,282.276518
-340.0,6,282.293324
-260.0,2,282.294856
-280.0,3,283.232465
-1460.0,62,283.324332
-720.0,25,283.370995
-260.0,2,283.371996
-260.0,2,283.385787
-260.0,2,283.388712
-320.0,5,283.395808
-1000.0,39,283.461421
-1000.0,39,283.535909
-440.0,11,283.554787
-440.0,11,284.506532
-560.0,17,284.550648
-260.0,2,284.559662
-260.0,2,284.564438
-260.0,2,284.567178
-260.0,2,284.575774
-260.0,2,284.585731
-260.0,2,284.592303
-260.0,2,284.594248
-260.0,2,284.601276
-260.0,2,285.653827
-260.0,2,285.662737
-260.0,2,285.665364
-460.0,12,285.681962
-260.0,2,285.69247
-260.0,2,285.69447
-260.0,2,285.698611
-260.0,2,285.702155
-260.0,2,285.711032
-260.0,2,285.713634
-700.0,24,286.561689
-320.0,5,286.567214
-1600.0,69,286.689299
-380.0,8,286.701505
-820.0,30,286.7618
-780.0,28,286.805615
-500.0,14,286.841873
-260.0,2,286.845698
-260.0,2,286.852841
-260.0,2,286.854537
-420.0,10,287.767757
-260.0,2,287.769901
-260.0,2,287.775569
-260.0,2,287.777614
-260.0,2,287.791131
-260.0,2,287.793082
-260.0,2,287.798676
-260.0,2,287.801591
-1120.0,45,287.884181
-780.0,28,287.91979
-500.0,14,288.772017
-260.0,2,288.773049
-300.0,4,288.786206
-980.0,38,288.853939
-640.0,21,288.886971
-1060.0,42,288.963162
-260.0,2,288.970804
-260.0,2,288.977804
-260.0,2,288.980808
-260.0,2,288.985088
-260.0,2,289.817777
-760.0,27,289.860832
-520.0,15,289.887301
-260.0,2,289.889614
-820.0,30,289.941104
-260.0,2,289.943104
-260.0,2,289.950466
-260.0,2,289.95308
-260.0,2,289.966082
-380.0,8,289.983574
-920.0,35,290.970129
-820.0,30,291.021133
-700.0,24,291.063884
-300.0,4,291.072085
-640.0,21,291.104611
-260.0,2,291.111327
-280.0,3,291.121062
-260.0,2,291.12815
-260.0,2,291.130297
-300.0,4,291.139313
-1280.0,53,292.052643
-480.0,13,292.074912
-300.0,4,292.082589
-360.0,7,292.093404
-980.0,38,292.162843
-420.0,10,292.177849
-300.0,4,292.188245
-260.0,2,292.190244
-260.0,2,292.202588
-260.0,2,292.205161
-580.0,18,293.075283
-260.0,2,293.077159
-260.0,2,293.08911
-260.0,2,293.091058
-260.0,2,293.095018
-260.0,2,293.09814
-900.0,34,293.158755
-260.0,2,293.158755
-540.0,16,293.184726
-700.0,24,293.22174
-380.0,8,294.109655
-840.0,31,294.157502
-280.0,3,294.164608
-440.0,11,294.180295
-260.0,2,294.193039
-260.0,2,294.194238
-640.0,21,294.229481
-260.0,2,294.235065
-1140.0,46,294.349978
-400.0,9,294.375137
-500.0,14,295.28007
-560.0,17,295.30413
-720.0,25,295.346674
-660.0,22,295.380685
-260.0,2,295.390471
-520.0,15,295.424019
-440.0,11,295.437565
-340.0,6,295.459419
-1600.0,69,295.559277
-300.0,4,295.566261
-500.0,14,296.657057
-380.0,8,296.669509
-260.0,2,296.670508
-1420.0,60,296.762437
-400.0,9,296.782244
-380.0,8,296.79625
-320.0,5,296.809812
-260.0,2,296.813037
-260.0,2,296.824674
-260.0,2,296.826723
-260.0,2,297.683776
-260.0,2,297.68592
-260.0,2,297.696513
-260.0,2,297.697634
-340.0,6,297.710452
-420.0,10,297.724345
-320.0,5,297.737649
-280.0,3,297.742226
-260.0,2,297.748741
-780.0,28,297.794662
-1340.0,56,298.87784
-260.0,2,298.879838
-260.0,2,298.884615
-260.0,2,298.887487
-260.0,2,298.89889
-260.0,2,298.900866
-340.0,6,298.912048
-300.0,4,298.921597
-540.0,16,298.955096
-560.0,17,298.979118
-480.0,13,299.844938
-260.0,2,299.85088
-1020.0,40,299.915383
-280.0,3,299.918074
-800.0,29,299.959456
-260.0,2,299.960886
-260.0,2,299.971031
-260.0,2,299.973535
-260.0,2,299.97855
-260.0,2,299.98055
-260.0,2,300.859067
-260.0,2,300.861056
-260.0,2,300.867749
-260.0,2,300.869688
-860.0,32,300.920729
-620.0,20,300.947242
-740.0,26,300.990394
-260.0,2,300.992575
-580.0,18,301.026521
-260.0,2,301.02871
-800.0,29,301.871682
-720.0,25,301.916712
-260.0,2,301.925481
-260.0,2,301.930568
-260.0,2,301.934103
-680.0,23,301.970274
-400.0,9,301.987553
-940.0,36,302.040289
-780.0,28,302.08396
-260.0,2,302.088143
-900.0,34,303.002959
-380.0,8,303.002959
-740.0,26,303.053559
-400.0,9,303.065496
-420.0,10,303.094933
-260.0,2,303.101865
-1100.0,44,303.169623
-720.0,25,303.214228
-360.0,7,303.230303
-1140.0,46,303.304455
-300.0,4,304.13619
-500.0,14,304.160775
-400.0,9,304.183739
-420.0,10,304.20178
-260.0,2,304.203881
-260.0,2,304.211269
-260.0,2,304.219399
-760.0,27,304.265509
-260.0,2,304.268193
-300.0,4,304.282207
-440.0,11,305.30574
-580.0,18,305.333627
-380.0,8,305.342464
-260.0,2,305.347517
-440.0,11,305.367872
-440.0,11,305.390398
-260.0,2,305.391461
-260.0,2,305.397433
-1260.0,52,305.493815
-260.0,2,305.495813
-260.0,2,306.612298
-260.0,2,306.616014
-260.0,2,306.626826
-260.0,2,306.628822
-260.0,2,306.637082
-260.0,2,306.63922
-260.0,2,306.652799
-260.0,2,306.65566
-260.0,2,306.662325
-260.0,2,306.664244
-260.0,2,307.752809
-260.0,2,307.760909
-260.0,2,307.769715
-260.0,2,307.770998
-560.0,17,307.807179
-840.0,31,307.867627
-360.0,7,307.879142
-520.0,15,307.906763
-260.0,2,307.915503
-260.0,2,307.922515
-260.0,2,308.809887
-260.0,2,308.817406
-260.0,2,308.825956
-260.0,2,308.832324
-260.0,2,308.835299
-260.0,2,308.84231
-260.0,2,308.851049
-260.0,2,308.861143
-260.0,2,308.864095
-260.0,2,308.870918
-260.0,2,309.698116
-260.0,2,309.705554
-260.0,2,309.707557
-260.0,2,309.71306
-260.0,2,309.718034
-260.0,2,309.728039
-260.0,2,309.729814
-260.0,2,309.736864
-260.0,2,309.743724
-260.0,2,309.748639
-260.0,2,310.508814
-260.0,2,310.512913
-260.0,2,310.519376
-260.0,2,310.525504
-260.0,2,310.527958
-260.0,2,310.534062
-260.0,2,310.54003
-260.0,2,310.545836
-260.0,2,310.546835
-260.0,2,310.552714
-260.0,2,311.474259
-260.0,2,311.480659
-260.0,2,311.48363
-260.0,2,311.489483
-420.0,10,311.503133
-660.0,22,311.550649
-360.0,7,311.554928
-320.0,5,311.570779
-260.0,2,311.578207
-260.0,2,311.58584
-260.0,2,312.427151
-260.0,2,312.435009
-260.0,2,312.442707
-260.0,2,312.447106
-260.0,2,312.449626
-260.0,2,312.455057
-260.0,2,312.462771
-260.0,2,312.471451
-260.0,2,312.474698
-260.0,2,312.478068
-260.0,2,313.304245
-260.0,2,313.3116
-260.0,2,313.313373
-260.0,2,313.317541
-260.0,2,313.324556
-260.0,2,313.330881
-260.0,2,313.334549
-340.0,6,313.339699
-260.0,2,313.349434
-440.0,11,313.369959
-340.0,6,314.144036
-740.0,26,314.187257
-520.0,15,314.21432
-380.0,8,314.23012
-260.0,2,314.23012
-1260.0,52,314.335572
-300.0,4,314.353594
-380.0,8,314.372401
-280.0,3,314.386862
-440.0,11,314.432281
-260.0,2,315.367573
-260.0,2,315.373242
-380.0,8,315.387072
-260.0,2,315.388441
-260.0,2,315.398368
-260.0,2,315.401502
-420.0,10,315.423065
-260.0,2,315.425181
-260.0,2,315.4431
-260.0,2,315.445305
-280.0,3,316.52025
-1020.0,40,316.583322
-600.0,19,316.612713
-440.0,11,316.627085
-1020.0,40,316.685934
-260.0,2,316.689451
-580.0,18,316.723054
-860.0,32,316.790418
-500.0,14,316.818655
-740.0,26,316.869769
-560.0,17,317.795102
-260.0,2,317.798128
-260.0,2,317.803183
-260.0,2,317.805453
-260.0,2,317.815444
-260.0,2,317.818042
-260.0,2,317.823584
-260.0,2,317.825581
-260.0,2,317.837239
-260.0,2,317.839422
-260.0,2,318.693978
-260.0,2,318.693978
-260.0,2,318.706644
-260.0,2,318.707645
-260.0,2,318.714083
-260.0,2,318.7156
-260.0,2,318.725234
-260.0,2,318.727238
-260.0,2,318.731652
-260.0,2,318.734721
-260.0,2,319.555931
-260.0,2,319.559658
-260.0,2,319.565941
-640.0,21,319.594836
-360.0,7,319.610959
-1100.0,44,319.675881
-260.0,2,319.675881
-260.0,2,319.687667
-260.0,2,319.696704
-260.0,2,319.703533
-260.0,2,320.519164
-260.0,2,320.519164
-260.0,2,320.532089
-260.0,2,320.539574
-260.0,2,320.542136
-260.0,2,320.547499
-260.0,2,320.556545
-400.0,9,320.575006
-1120.0,45,320.661517
-260.0,2,320.663911
-720.0,25,321.627201
-520.0,15,321.652391
-420.0,10,321.672605
-600.0,19,321.703037
-260.0,2,321.714875
-260.0,2,321.716002
-400.0,9,321.735103
-580.0,18,321.756574
-580.0,18,321.801213
-260.0,2,321.804825
-260.0,2,322.682627
-300.0,4,322.688973
-260.0,2,322.696212
-260.0,2,322.702419
-260.0,2,322.704769
-260.0,2,322.708961
-260.0,2,322.715808
-400.0,9,322.729896
-920.0,35,322.784711
-400.0,9,322.802238
-440.0,11,323.613458
-420.0,10,323.621753
-260.0,2,323.630961
-260.0,2,323.637782
-260.0,2,323.644636
-840.0,31,323.692524
-280.0,3,323.703653
-580.0,18,323.729948
-800.0,29,323.77797
-300.0,4,323.783391
-920.0,35,324.79913
-380.0,8,324.813048
-360.0,7,324.835238
-1320.0,55,324.938864
-520.0,15,324.969792
-320.0,5,324.983921
-700.0,24,325.039442
-540.0,16,325.067265
-520.0,15,325.092242
-440.0,11,325.115758
-260.0,2,326.213832
-420.0,10,326.237397
-420.0,10,326.254414
-260.0,2,326.257021
-520.0,15,326.28487
-480.0,13,326.304924
-280.0,3,326.310398
-600.0,19,326.340704
-480.0,13,326.372356
-820.0,30,326.41071
-260.0,2,327.343454
-260.0,2,327.343454
-260.0,2,327.359519
-260.0,2,327.36152
-260.0,2,327.368706
-260.0,2,327.371835
-260.0,2,327.383456
-260.0,2,327.386531
-280.0,3,327.392803
-260.0,2,327.397897
-260.0,2,328.260757
-260.0,2,328.267707
-260.0,2,328.269861
-260.0,2,328.276382
-260.0,2,328.287358
-260.0,2,328.293454
-260.0,2,328.294419
-340.0,6,328.309374
-320.0,5,328.32505
-540.0,16,328.358568
-320.0,5,329.29849
-540.0,16,329.320192
-580.0,18,329.352182
-1260.0,52,329.439912
-260.0,2,329.439912
-260.0,2,329.44656
-260.0,2,329.455236
-260.0,2,329.461333
-260.0,2,329.463395
-260.0,2,329.472857
-260.0,2,330.45126
-300.0,4,330.462101
-260.0,2,330.470247
-260.0,2,330.473258
-260.0,2,330.485555
-260.0,2,330.487871
-260.0,2,330.493696
-260.0,2,330.495753
-260.0,2,330.509732
-260.0,2,330.511961
-260.0,2,331.366703
-260.0,2,331.366703
-260.0,2,331.380083
-260.0,2,331.381084
-440.0,11,331.400156
-560.0,17,331.425717
-520.0,15,331.451656
-440.0,11,331.466842
-260.0,2,331.470774
-260.0,2,331.474997
-260.0,2,332.390587
-260.0,2,332.39577
-260.0,2,332.398462
-260.0,2,332.405533
-260.0,2,332.414638
-260.0,2,332.422615
-260.0,2,332.424915
-260.0,2,332.430771
-980.0,38,332.500576
-500.0,14,332.527913
-460.0,12,333.451733
-460.0,12,333.470574
-260.0,2,333.4778
-260.0,2,333.484686
-260.0,2,333.487232
-260.0,2,333.494085
-260.0,2,333.502479
-260.0,2,333.508318
-260.0,2,333.511541
-260.0,2,333.517394
-260.0,2,334.429513
-340.0,6,334.446142
-260.0,2,334.448999
-380.0,8,334.465673
-740.0,26,334.525259
-420.0,10,334.539812
-340.0,6,334.552549
-260.0,2,334.554674
-260.0,2,334.566733
-260.0,2,334.569473
-260.0,2,335.641647
-260.0,2,335.646752
-260.0,2,335.658138
-260.0,2,335.659656
-360.0,7,335.671459
-320.0,5,335.678419
-840.0,31,335.72531
-380.0,8,335.73935
-1280.0,53,335.816065
-660.0,22,335.84689
-260.0,2,336.807413
-260.0,2,336.813698
-260.0,2,336.816632
-260.0,2,336.82211
-260.0,2,336.83027
-260.0,2,336.838934
-260.0,2,336.839946
-260.0,2,336.845041
-260.0,2,336.855281
-260.0,2,336.861352
-260.0,2,337.797199
-260.0,2,337.801138
-260.0,2,337.8111
-260.0,2,337.817101
-260.0,2,337.819831
-260.0,2,337.824076
-260.0,2,337.832702
-260.0,2,337.841161
-260.0,2,337.843334
-260.0,2,337.84936
-260.0,2,338.697602
-260.0,2,338.703112
-260.0,2,338.704558
-400.0,9,338.716514
-980.0,38,338.780165
-360.0,7,338.791898
-900.0,34,338.84138
-320.0,5,338.84925
-760.0,27,338.897134
-400.0,9,338.908212
-920.0,35,339.767451
-320.0,5,339.785389
-480.0,13,339.81081
-480.0,13,339.830889
-1100.0,44,339.887741
-1220.0,50,339.962371
-640.0,21,340.001966
-260.0,2,340.004527
-260.0,2,340.010073
-260.0,2,340.012549
-400.0,9,340.867184
-260.0,2,340.872677
-260.0,2,340.875783
-420.0,10,340.893502
-320.0,5,340.906458
-260.0,2,340.910144
-260.0,2,340.91291
-260.0,2,340.919994
-320.0,5,340.935222
-300.0,4,340.944112
-320.0,5,341.926294
-560.0,17,341.951204
-780.0,28,342.000453
-280.0,3,342.006707
-580.0,18,342.035205
-540.0,16,342.070539
-400.0,9,342.089315
-680.0,23,342.143974
-320.0,5,342.152778
-600.0,19,342.188302
-260.0,2,343.176859
-260.0,2,343.185523
-260.0,2,343.187884
-420.0,10,343.203709
-260.0,2,343.210881
-320.0,5,343.217453
-840.0,31,343.269054
-340.0,6,343.280081
-1340.0,56,343.362631
-640.0,21,343.397526
-340.0,6,344.232659
-460.0,12,344.25326
-600.0,19,344.287723
-260.0,2,344.293004
-2320.0,105,344.53106
-420.0,10,344.546983
-320.0,5,344.563469
-260.0,2,344.56615
-260.0,2,344.574822
-260.0,2,344.577155
-260.0,2,345.464366
-260.0,2,345.46966
-2040.0,91,345.600439
-600.0,19,345.626828
-260.0,2,345.636035
-420.0,10,345.656654
-260.0,2,345.659568
-260.0,2,345.665133
-260.0,2,345.673852
-780.0,28,345.722116
-680.0,23,346.931049
-520.0,15,346.955899
-1640.0,71,347.091581
-840.0,31,347.151711
-620.0,20,347.210362
-360.0,7,347.228929
-1260.0,52,347.324297
-280.0,3,347.330295
-260.0,2,347.333782
-260.0,2,347.340029
-260.0,2,348.189106
-760.0,27,348.235901
-1280.0,53,348.319634
-380.0,8,348.330601
-1900.0,84,348.456399
-260.0,2,348.465909
-260.0,2,348.470799
-1380.0,58,348.565369
-260.0,2,348.572336
-260.0,2,348.577855
-260.0,2,349.421965
-300.0,4,349.426708
-1320.0,55,349.516044
-520.0,15,349.550905
-260.0,2,349.55392
-260.0,2,349.56033
-260.0,2,349.568774
-380.0,8,349.584694
-420.0,10,349.607803
-260.0,2,349.61104
-260.0,2,350.479784
-260.0,2,350.481782
-260.0,2,350.488043
-260.0,2,350.490074
-900.0,34,350.544745
-380.0,8,350.557392
-620.0,20,350.588068
-260.0,2,350.589451
-260.0,2,350.601245
-260.0,2,350.602867
-260.0,2,351.4247
-260.0,2,351.430053
-740.0,26,351.470931
-260.0,2,351.472927
-260.0,2,351.475817
-260.0,2,351.481389
-260.0,2,351.491621
-260.0,2,351.493619
-260.0,2,351.500624
-260.0,2,351.503105
-260.0,2,352.323634
-260.0,2,352.324636
-260.0,2,352.330636
-300.0,4,352.337594
-560.0,17,352.377362
-400.0,9,352.395971
-320.0,5,352.408262
-400.0,9,352.426851
-260.0,2,352.440536
-260.0,2,352.449431
-260.0,2,353.383689
-260.0,2,353.38473
-260.0,2,353.397398
-260.0,2,353.40485
-260.0,2,353.406302
-260.0,2,353.41239
-260.0,2,353.420557
-260.0,2,353.42739
-260.0,2,353.428499
-260.0,2,353.435957
-260.0,2,354.300692
-260.0,2,354.309877
-260.0,2,354.311924
-260.0,2,354.319716
-260.0,2,354.329443
-260.0,2,354.33711
-260.0,2,354.341235
-260.0,2,354.35068
-260.0,2,354.363079
-260.0,2,354.37353
-260.0,2,355.31871
-260.0,2,355.322372
-260.0,2,355.33346
-260.0,2,355.339703
-260.0,2,355.341944
-260.0,2,355.347768
-260.0,2,355.354545
-260.0,2,355.36099
-260.0,2,355.362984
-260.0,2,355.36793
-260.0,2,356.41338
-260.0,2,356.421037
-260.0,2,356.423041
-260.0,2,356.428599
-260.0,2,356.436907
-260.0,2,356.441847
-260.0,2,356.441847
-260.0,2,356.445764
-260.0,2,356.456455
-260.0,2,356.475593
-260.0,2,357.371675
-260.0,2,357.378627
-260.0,2,357.387012
-260.0,2,357.392125
-260.0,2,357.394829
-260.0,2,357.401701
-260.0,2,357.408715
-260.0,2,357.414711
-260.0,2,357.416201
-260.0,2,357.423121
-260.0,2,358.313421
-260.0,2,358.318078
-260.0,2,358.321082
-660.0,22,358.353598
-260.0,2,358.360894
-260.0,2,358.367162
-640.0,21,358.395919
-400.0,9,358.406176
-280.0,3,358.421588
-540.0,16,358.445129
-1160.0,47,359.340875
-260.0,2,359.351133
-260.0,2,359.362984
-260.0,2,359.364986
-260.0,2,359.372401
-260.0,2,359.373456
-340.0,6,359.390166
-980.0,38,359.435257
-360.0,7,359.457008
-260.0,2,359.458073
-480.0,13,360.307408
-380.0,8,360.322175
-260.0,2,360.323172
-1580.0,68,360.428488
-440.0,11,360.451934
-600.0,19,360.486908
-260.0,2,360.488949
-1700.0,74,360.658803
-260.0,2,360.669497
-260.0,2,360.675749
-260.0,2,361.645237
-260.0,2,361.65059
-260.0,2,361.657396
-260.0,2,361.663729
-260.0,2,361.665246
-260.0,2,361.672923
-260.0,2,361.679946
-260.0,2,361.687692
-260.0,2,361.694347
-260.0,2,361.700501
-260.0,2,362.588152
-260.0,2,362.593969
-260.0,2,362.596624
-260.0,2,362.602181
-260.0,2,362.608004
-260.0,2,362.613834
-260.0,2,362.614832
-260.0,2,362.621188
-260.0,2,362.629058
-260.0,2,362.638323
-260.0,2,363.445344
-260.0,2,363.445344
-260.0,2,363.459365
-960.0,37,363.51268
-640.0,21,363.549574
-260.0,2,363.552102
-260.0,2,363.562451
-260.0,2,363.564447
-260.0,2,363.572186
-260.0,2,363.573621
-260.0,2,364.488301
-260.0,2,364.491109
-260.0,2,364.500193
-260.0,2,364.503633
-260.0,2,364.519368
-260.0,2,364.52325
-260.0,2,364.530238
-260.0,2,364.532882
-260.0,2,364.549688
-260.0,2,364.554996
-260.0,2,365.681599
-260.0,2,365.684332
-260.0,2,365.6951
-260.0,2,365.697101
-260.0,2,365.703243
-260.0,2,365.705255
-260.0,2,365.716248
-260.0,2,365.720707
-500.0,14,365.744949
-260.0,2,365.750014
-260.0,2,366.615217
-260.0,2,366.621122
-260.0,2,366.62648
-880.0,33,366.670841
-680.0,23,366.7162
-260.0,2,366.718229
-260.0,2,366.724229
-260.0,2,366.726674
-260.0,2,366.738572
-260.0,2,366.74075
-340.0,6,367.659014
-1020.0,40,367.720073
-440.0,11,367.736312
-260.0,2,367.743351
-260.0,2,367.745655
-260.0,2,367.750807
-260.0,2,367.758267
-260.0,2,367.762779
-260.0,2,367.76478
-700.0,24,367.799551
-1300.0,54,368.901311
-1120.0,45,368.975774
-300.0,4,368.983434
-380.0,8,368.996554
-320.0,5,369.009443
-260.0,2,369.014451
-260.0,2,369.016596
-420.0,10,369.036466
-520.0,15,369.078154
-520.0,15,369.102164
-740.0,26,370.047194
-540.0,16,370.075795
-360.0,7,370.092436
-460.0,12,370.109806
-620.0,20,370.149573
-260.0,2,370.152217
-260.0,2,370.163261
-260.0,2,370.165679
-260.0,2,370.172424
-520.0,15,370.195925
-720.0,25,371.060106
-560.0,17,371.087169
-940.0,36,371.138667
-780.0,28,371.194041
-840.0,31,371.260446
-260.0,2,371.261762
-260.0,2,371.268473
-260.0,2,371.272486
-260.0,2,371.287207
-260.0,2,371.29061
-1400.0,59,372.295686
-1560.0,67,372.418947
-700.0,24,372.480431
-260.0,2,372.482947
-260.0,2,372.48999
-260.0,2,372.494126
-360.0,7,372.511333
-280.0,3,372.524602
-820.0,30,372.583998
-380.0,8,372.604204
-820.0,30,373.637685
-320.0,5,373.644538
-320.0,5,373.654835
-880.0,33,373.716261
-1320.0,55,373.820598
-320.0,5,373.830597
-260.0,2,373.836843
-1240.0,51,373.943542
-2340.0,106,374.145623
-940.0,36,374.212358
-620.0,20,375.249601
-1340.0,56,375.330879
-420.0,10,375.35321
-260.0,2,375.354465
-540.0,16,375.377767
-760.0,27,375.418508
-500.0,14,375.452622
-260.0,2,375.458388
-520.0,15,375.484958
-260.0,2,375.484958
-520.0,15,376.605212
-280.0,3,376.614975
-380.0,8,376.627506
-340.0,6,376.634509
-840.0,31,376.694136
-500.0,14,376.714481
-860.0,32,376.768403
-280.0,3,376.777042
-340.0,6,376.799759
-580.0,18,376.8382
-500.0,14,377.952762
-260.0,2,377.955313
-360.0,7,377.973301
-280.0,3,377.979871
-260.0,2,377.980944
-260.0,2,377.987376
-260.0,2,377.994546
-260.0,2,378.002795
