# reward,episode_length,on_time,off_time
-2.437982749938964844e+01,3.600000000000000000e+01,4.000000000000000000e+00,6.000000000000000000e+00
-3.195692062377929688e+01,2.800000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-7.115862274169921875e+01,3.900000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
-1.081033172607421875e+02,2.100000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
-2.799468994140625000e+01,7.000000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-8.731849670410156250e+00,5.900000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00
-2.437982749938964844e+01,2.100000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00
1.931262817382812500e+02,5.700000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00
-5.946338272094726562e+01,4.500000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
-2.891934776306152344e+01,1.500000000000000000e+01,3.000000000000000000e+00,7.000000000000000000e+00
-2.157636451721191406e+01,3.300000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-7.751244354248046875e+01,3.800000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00
-4.035369110107421875e+01,1.500000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-2.437982749938964844e+01,2.700000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00
-2.300778007507324219e+01,1.900000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-1.156136512756347656e+01,2.600000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
2.102707519531250000e+02,4.500000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-2.990223312377929688e+01,1.900000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-4.214172363281250000e+01,3.600000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
-1.696933174133300781e+01,3.400000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-2.470052719116210938e+01,6.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
-1.191169071197509766e+01,2.100000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-2.059151268005371094e+01,2.800000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-3.310177612304687500e+01,4.900000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
-1.970412635803222656e+01,2.900000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00
-2.026422500610351562e+01,2.800000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00
-1.832322502136230469e+01,2.300000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-1.558758449554443359e+01,2.300000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
-3.434439849853515625e+01,2.300000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-5.962709045410156250e+01,2.200000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
-3.280838775634765625e+01,4.600000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00
-6.167575073242187500e+01,1.900000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-7.210755920410156250e+01,2.200000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
-3.398151779174804688e+01,1.800000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00
-3.540436553955078125e+01,1.800000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
-2.391028213500976562e+01,1.600000000000000000e+01,3.000000000000000000e+00,7.000000000000000000e+00
-3.310177612304687500e+01,3.300000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00
1.831800994873046875e+02,4.000000000000000000e+01,3.000000000000000000e+00,7.000000000000000000e+00
-1.081033172607421875e+02,3.700000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
1.939623107910156250e+02,2.600000000000000000e+01,4.000000000000000000e+00,6.000000000000000000e+00
-3.740850830078125000e+01,3.100000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-6.389302444458007812e+01,2.500000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
-1.926465034484863281e+01,3.900000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
-3.755101394653320312e+01,4.700000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00
-2.880091094970703125e+01,2.600000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
-6.776062774658203125e+01,4.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
-1.059623565673828125e+02,2.300000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
-3.407747650146484375e+01,4.000000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-2.908652877807617188e+01,4.800000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
-3.042123985290527344e+01,6.600000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-7.215756988525390625e+01,2.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
-5.029798126220703125e+01,3.500000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
2.000977630615234375e+02,2.900000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-2.990223312377929688e+01,5.400000000000000000e+01,3.000000000000000000e+00,7.000000000000000000e+00
-2.379031753540039062e+01,2.000000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00
-2.990223312377929688e+01,2.900000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-2.437982749938964844e+01,5.100000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
-3.755101394653320312e+01,1.300000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-4.223701858520507812e+01,3.300000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-1.081033172607421875e+02,5.100000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
-8.280911445617675781e+00,1.600000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-6.434584045410156250e+01,2.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
-2.466690254211425781e+01,4.400000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00
-2.590272331237792969e+01,2.400000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00
-3.540436553955078125e+01,2.800000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00
-4.035369110107421875e+01,4.400000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-3.540436553955078125e+01,1.800000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
-1.059915161132812500e+01,2.200000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00
-1.278963565826416016e+01,3.100000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-4.047800827026367188e+01,3.100000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
-1.081033172607421875e+02,1.800000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
1.362054290771484375e+02,2.000000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-4.311452484130859375e+01,3.800000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00
-3.540436553955078125e+01,1.900000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-2.990223312377929688e+01,3.200000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-3.164447593688964844e+01,2.200000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-3.674236679077148438e+01,3.300000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-1.278963565826416016e+01,2.100000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
-2.379031753540039062e+01,1.700000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-2.954935455322265625e+01,3.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
-3.603769683837890625e+01,2.100000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-4.035369110107421875e+01,1.900000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
-5.027023315429687500e+01,1.600000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-9.815902709960937500e+01,2.700000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-9.815902709960937500e+01,5.200000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-3.182151603698730469e+01,3.400000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
-2.466690254211425781e+01,4.200000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-1.278963565826416016e+01,9.800000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00
-4.035369110107421875e+01,2.300000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
-2.404441070556640625e+01,6.300000000000000000e+01,3.000000000000000000e+00,7.000000000000000000e+00
-3.603769683837890625e+01,2.900000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00
1.831800994873046875e+02,3.000000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00
-2.407072448730468750e+01,2.700000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-1.169683170318603516e+01,1.800000000000000000e+01,3.000000000000000000e+00,7.000000000000000000e+00
-2.379031753540039062e+01,3.800000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00
-2.384233093261718750e+01,4.200000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-5.868360900878906250e+01,8.900000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00
-3.310177612304687500e+01,2.600000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00
-3.753900909423828125e+01,2.100000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-3.540436553955078125e+01,4.700000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-3.674236679077148438e+01,3.500000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00
-9.379457855224609375e+01,2.400000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-2.218122482299804688e+01,6.800000000000000000e+01,3.000000000000000000e+00,7.000000000000000000e+00
-4.882887268066406250e+01,3.400000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00
-3.600487136840820312e+01,1.900000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-2.384233093261718750e+01,1.050000000000000000e+02,0.000000000000000000e+00,1.000000000000000000e+01
-4.035369110107421875e+01,2.200000000000000000e+01,3.000000000000000000e+00,7.000000000000000000e+00
-9.381021118164062500e+01,4.100000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
-2.466690254211425781e+01,3.600000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-5.027023315429687500e+01,2.300000000000000000e+01,2.000000000000000000e+00,8.000000000000000000e+00
-3.861327362060546875e+01,2.300000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-5.946338272094726562e+01,3.100000000000000000e+01,0.000000000000000000e+00,1.000000000000000000e+01
-4.035369110107421875e+01,4.200000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
-2.437982749938964844e+01,3.100000000000000000e+01,1.000000000000000000e+00,9.000000000000000000e+00
